,timestamp,imsi,lac_id,cell_id
55,1538580397499,460000095007329090,16789.0,67567884.0
56,1538580445430,460000095007329090,16789.0,67567884.0
57,1538527910445,460000095007329090,16789.0,67200820.0
58,1538530586898,460000095007329090,16789.0,67200820.0
59,1538523581221,460000095007329090,16789.0,67291445.0
60,1538525252589,460000095007329090,16789.0,67200820.0
61,1538520038702,460000095007329090,16789.0,67567884.0
62,1538524862921,460000095007329090,16789.0,67200820.0
63,1538580055761,460000095007329090,16789.0,67567923.0
64,1538498599185,460000095007329090,16789.0,67567925.0
65,1538525150820,460000095007329090,16789.0,67200780.0
66,1538530172418,460000095007329090,16789.0,67200780.0
67,1538531693114,460000095007329090,16789.0,67475468.0
68,1538539463036,460000095007329090,16789.0,67475468.0
69,1538570611983,460000095007329090,16789.0,67681055.0
70,1538525870376,460000095007329090,16789.0,67200820.0
71,1538460213922,460000095074423059,16655.0,67444532.0
72,1538513505586,460000095074423059,16882.0,67181885.0
73,1538531106428,460000095074423059,16402.0,67480097.0
74,1538531118890,460000095074423059,16402.0,67468576.0
75,1538531215510,460000095074423059,16402.0,67470348.0
76,1538534684778,460000095074423059,16648.0,67297037.0
77,1538539081586,460000095074423059,16648.0,12614532.0
78,1538541150874,460000095074423059,16648.0,67297037.0
79,1538544641062,460000095074423059,16648.0,235023372.0
81,1538548532751,460000095074423059,16648.0,235023372.0
82,1538552469330,460000095074423059,16648.0,235023372.0
83,1538558450795,460000095074423059,16648.0,235023371.0
84,1538559817887,460000095074423059,16650.0,67562253.0
85,1538561328648,460000095074423059,16882.0,67182655.0
86,1538561406772,460000095074423059,16882.0,67183167.0
87,1538574671639,460000095074423059,16882.0,67181885.0
88,1538461286685,460000095074423059,16655.0,67440397.0
89,1538561213154,460000095074423059,16647.0,67179021.0
90,1538530507039,460000095074423059,16882.0,67181875.0
91,1538532166380,460000095074423059,16650.0,12959619.0
92,1538533013180,460000095074423059,16648.0,235023371.0
93,1538532164420,460000095074423059,16650.0,12599685.0
94,1538533173615,460000095074423059,16648.0,235023372.0
95,1538533845066,460000095074423059,16648.0,12614532.0
96,1538542960646,460000095074423059,16648.0,12614532.0
97,1538547289681,460000095074423059,16648.0,235023372.0
98,1538512221220,460000095074423059,16882.0,67181885.0
99,1538547525330,460000095074423059,16648.0,235023372.0
100,1538535135633,460000095074423059,16648.0,67297037.0
101,1538501764647,460000095074423059,16882.0,67181885.0
102,1538498161897,460000095074423059,16882.0,67181885.0
103,1538557337961,460000095074423059,16648.0,2263052.0
104,1538560090430,460000095074423059,16650.0,67522337.0
105,1538562013833,460000095074423059,16882.0,67181835.0
106,1538536262647,460000095074423059,16648.0,67297844.0
107,1538506268399,460000095074423059,16882.0,67181885.0
108,1538542984776,460000095074423059,16648.0,67297037.0
109,1538545541917,460000095074423059,16648.0,235023372.0
110,1538558536222,460000095074423059,16648.0,235240717.0
111,1538561548367,460000095074423059,16882.0,67183166.0
112,1538533854079,460000095074423059,16648.0,12614532.0
113,1538534214442,460000095074423059,16648.0,12614532.0
114,1538546724216,460000095074423059,16648.0,235023372.0
115,1538530470719,460000095074423059,16882.0,67181885.0
116,1538530695045,460000095074423059,16882.0,67181375.0
117,1538533578474,460000095074423059,16648.0,54565704.0
118,1538452723395,460000095074423059,16882.0,67183167.0
119,1538561750333,460000095074423059,16882.0,67181835.0
120,1538532777702,460000095074423059,16648.0,2192435.0
121,1538536141521,460000095074423059,16648.0,67297037.0
122,1538459713506,460000095074423059,16655.0,67447564.0
123,1538530657927,460000095074423059,16882.0,67181835.0
124,1538561119962,460000095074423059,16647.0,60669837.0
125,1538531736202,460000095074423059,16650.0,61344132.0
126,1538532790924,460000095074423059,16648.0,67726859.0
127,1538531807527,460000095074423059,16650.0,67532556.0
128,1538547198103,460000095074423059,16648.0,235023372.0
129,1538555897945,460000095074423059,16648.0,67297844.0
130,1538557039177,460000095074423059,16648.0,67297037.0
131,1538556932801,460000095074423059,16648.0,67719693.0
132,1538539687092,460000095074423059,16648.0,67297037.0
133,1538558482176,460000095074423059,16648.0,235240716.0
134,1538562012082,460000095074423059,16882.0,67181835.0
135,1538563233980,460000095074424637,16794.0,2165300.0
136,1538572875595,460000095074424637,16789.0,67567628.0
137,1538539458073,460000095074424637,16655.0,61396356.0
138,1538543920214,460000095074424637,16655.0,67441676.0
139,1538546085054,460000095074424637,16655.0,67444277.0
140,1538550344545,460000095074424637,16401.0,67446323.0
141,1538551313695,460000095074424637,16401.0,67446333.0
142,1538552219665,460000095074424637,16401.0,67446333.0
143,1538579735261,460000095074424637,16789.0,67567668.0
144,1538546236449,460000095074424637,16401.0,67446324.0
145,1538548078205,460000095074424637,16655.0,235209238.0
146,1538549364155,460000095074424637,16655.0,67441716.0
147,1538549559624,460000095074424637,16401.0,67446323.0
148,1538549573195,460000095074424637,16401.0,67446325.0
149,1538551130390,460000095074424637,16655.0,235209238.0
150,1538553429650,460000095074424637,16655.0,61396356.0
151,1538554307424,460000095074424637,16401.0,67446333.0
152,1538555278724,460000095074424637,16655.0,61396356.0
153,1538523310195,460000095074424637,16401.0,67447357.0
154,1538559542804,460000095074424637,16655.0,67441676.0
155,1538559640665,460000095074424637,16655.0,235209238.0
156,1538562090067,460000095074424637,16794.0,2165260.0
157,1538560980043,460000095074424637,16887.0,67651380.0
158,1538522584110,460000095074424637,16640.0,67443980.0
159,1538523310212,460000095074424637,16401.0,67447357.0
160,1538524036376,460000095074424637,16655.0,67444277.0
161,1538525486945,460000095074424637,16640.0,67444030.0
162,1538526594105,460000095074424637,16401.0,67446325.0
163,1538529353731,460000095074424637,16655.0,61396356.0
164,1538531890423,460000095074424637,16401.0,67446333.0
165,1538531891800,460000095074424637,16401.0,67446333.0
166,1538531897666,460000095074424637,16655.0,235209238.0
167,1538518550496,460000095074424637,16655.0,235035926.0
168,1538541645469,460000095074424637,16401.0,67446283.0
169,1538542755389,460000095074424637,16401.0,67446333.0
170,1538522125865,460000095074424637,16401.0,67446283.0
171,1538527139372,460000095074424637,16655.0,235209238.0
173,1538562209040,460000095074424637,16794.0,2165260.0
174,1538529496691,460000095074424637,16655.0,235209238.0
175,1538518575646,460000095074424637,16655.0,235035926.0
176,1538531824146,460000095074424637,16401.0,67446333.0
177,1538531921335,460000095074424637,16655.0,61396356.0
178,1538567609007,460000095074424637,16794.0,67287820.0
179,1538543262114,460000095074424637,16401.0,67446333.0
180,1538546543308,460000095074424637,16401.0,67447348.0
181,1538536244895,460000095074424637,16655.0,67441676.0
182,1538538413151,460000095074424637,16655.0,235209238.0
183,1538540483221,460000095074424637,16401.0,67446323.0
184,1538542024444,460000095074424637,16655.0,61396356.0
185,1538545390427,460000095074424637,16401.0,67446283.0
186,1538531971464,460000095074424637,16401.0,67446333.0
187,1538533621079,460000095074424637,16655.0,235209238.0
188,1538535830795,460000095074424637,16655.0,67444286.0
189,1538537896459,460000095074424637,16655.0,61396356.0
190,1538541829801,460000095074424637,16655.0,235209238.0
191,1538543260970,460000095074424637,16655.0,235209238.0
192,1538546873153,460000095074424637,16655.0,67444276.0
193,1538557368001,460000095074424637,16655.0,61396276.0
194,1538558944677,460000095074424637,16655.0,235209238.0
195,1538563104723,460000095074424637,16794.0,2165300.0
196,1538534722045,460000095074424637,16401.0,67446325.0
197,1538536853176,460000095074424637,16655.0,67441727.0
198,1538557564800,460000095074424637,16401.0,67446285.0
199,1538570261076,460000095074424637,16789.0,67567668.0
200,1538542149940,460000095074424637,16655.0,67444277.0
201,1538547241719,460000095074424637,16401.0,67446323.0
202,1538549842749,460000095074424637,16655.0,61396356.0
203,1538556536198,460000095074424637,16401.0,67446325.0
204,1538558007346,460000095074424637,16401.0,67446283.0
205,1538559640562,460000095074424637,16655.0,235209238.0
206,1538461056799,460000095074424637,16655.0,61396356.0
207,1538549022244,460000095074424637,16401.0,67446333.0
208,1538553303905,460000095074424637,16401.0,67446283.0
209,1538553061920,460000095074424637,16401.0,67446333.0
210,1538555655702,460000095074424637,16401.0,67446333.0
211,1538522626755,460000095074424637,16401.0,67447308.0
212,1538537994819,460000095074424637,16401.0,67446283.0
213,1538539132181,460000095074424637,16655.0,67441727.0
214,1538524653655,460000095074424637,16655.0,67444257.0
215,1538567837552,460000095074424637,16794.0,67634996.0
216,1538533379793,460000095074424637,16655.0,235209238.0
217,1538547456706,460000095074424637,16401.0,67446323.0
218,1538563704720,460000095074424637,16794.0,2165260.0
219,1538548645764,460000095074424637,16655.0,61396356.0
220,1538549844697,460000095074424637,16401.0,67446323.0
221,1538551767889,460000095074424637,16655.0,61396276.0
222,1538552611400,460000095074424637,16401.0,67446333.0
223,1538552519235,460000095074424637,16401.0,67446333.0
224,1538551912574,460000095074424637,16401.0,67446333.0
225,1538552853391,460000095074424637,16401.0,67446283.0
226,1538553436415,460000095074424637,16401.0,67446285.0
227,1538554521126,460000095074424637,16655.0,61396356.0
228,1538534099864,460000095074424637,16655.0,235209238.0
229,1538535804896,460000095074424637,16655.0,67444286.0
230,1538565180125,460000095074424637,16794.0,2165260.0
231,1538457236247,460000095074424637,16401.0,67446335.0
232,1538580596956,460000095074424637,16789.0,67567668.0
233,1538526059074,460000095074424637,16401.0,67446333.0
234,1538526079985,460000095074424637,16401.0,67446333.0
235,1538529524009,460000095074424637,16401.0,67446283.0
236,1538529618569,460000095074424637,16401.0,67446323.0
237,1538525777471,460000095074424637,16401.0,67446283.0
238,1538554852665,460000095074424637,16401.0,67446333.0
239,1538559392309,460000095074424637,16401.0,67446283.0
240,1538563078755,460000095074424637,16794.0,2165300.0
241,1538524521293,460000095074424637,16655.0,235209238.0
242,1538525913160,460000095074424637,16401.0,67446333.0
243,1538524990266,460000095074424637,16401.0,67447308.0
244,1538528789312,460000095074424637,16655.0,235209238.0
245,1538528877089,460000095074424637,16655.0,235209238.0
246,1538528927382,460000095074424637,16655.0,67441727.0
247,1538530266395,460000095074424637,16401.0,67446333.0
248,1538570572354,460000095074424637,16789.0,67567668.0
249,1538528786795,460000095074424637,16401.0,67446323.0
250,1538529038869,460000095074424637,16401.0,67446335.0
251,1538531506780,460000095074424637,16655.0,61396276.0
252,1538532387331,460000095074424637,16655.0,61396356.0
253,1538547375551,460000095074424637,16655.0,67444277.0
254,1538548918996,460000095074424637,16401.0,67446323.0
255,1538552981122,460000095074424637,16401.0,67446323.0
256,1538556962158,460000095074424637,16655.0,235209238.0
257,1538553945100,460000095074424637,16655.0,61396356.0
258,1538556696036,460000095074424637,16401.0,67446285.0
259,1538536598586,460000095074424637,16655.0,235209238.0
260,1538539302004,460000095074424637,16401.0,67446333.0
261,1538568060885,460000095074424637,16794.0,67634996.0
262,1538559541295,460000095074424637,16655.0,67444257.0
263,1538559287681,460000095074424637,16655.0,67444277.0
264,1538563297635,460000095074424637,16794.0,2165300.0
265,1538496806450,460000095074476402,16789.0,67567628.0
266,1538496846173,460000095074476402,16789.0,67567628.0
267,1538497058446,460000095074476402,16789.0,67567628.0
268,1538497075111,460000095074476402,16789.0,67567628.0
269,1538500689197,460000095074476402,16789.0,67567667.0
270,1538500721196,460000095074476402,16789.0,67567667.0
271,1538500756386,460000095074476402,16789.0,67567667.0
272,1538501922598,460000095074476402,16789.0,67567667.0
273,1538504009337,460000095074476402,16789.0,67567935.0
274,1538504055566,460000095074476402,16789.0,67567935.0
275,1538504325286,460000095074476402,16789.0,67567935.0
276,1538454189008,460000095074476402,16789.0,67587861.0
277,1538458311771,460000095074476402,16789.0,67569931.0
279,1538540887019,460000095074476402,16789.0,67679039.0
280,1538542055551,460000095074476402,16789.0,67679039.0
281,1538543585113,460000095074476402,16789.0,67671870.0
282,1538544139020,460000095074476402,16642.0,249676043.0
283,1538546146427,460000095074476402,16642.0,249676043.0
284,1538552308802,460000095074476402,16642.0,249676043.0
285,1538554754956,460000095074476402,16642.0,249676043.0
286,1538554590408,460000095074476402,16642.0,249676043.0
287,1538555228280,460000095074476402,16642.0,249676043.0
288,1538555918128,460000095074476402,16642.0,249676043.0
289,1538556239231,460000095074476402,16642.0,249676043.0
290,1538559007868,460000095074476402,16642.0,249676043.0
291,1538560352033,460000095074476402,16789.0,67679039.0
292,1538563002756,460000095074476402,16642.0,249676044.0
293,1538571125632,460000095074476402,16789.0,67567667.0
294,1538576923995,460000095074476402,16789.0,67567935.0
295,1538577803996,460000095074476402,16789.0,67567935.0
296,1538577835425,460000095074476402,16789.0,2614540.0
297,1538579136003,460000095074476402,16789.0,67567935.0
298,1538579294526,460000095074476402,16789.0,67679039.0
299,1538580404827,460000095074476402,16642.0,249676043.0
300,1538559152069,460000095074476402,16642.0,249676043.0
301,1538563142444,460000095074476402,16642.0,249676043.0
302,1538581002290,460000095074476402,16789.0,67567935.0
303,1538528594472,460000095074476402,16789.0,67569931.0
304,1538573653204,460000095074476402,16789.0,67567667.0
305,1538575700861,460000095074476402,16642.0,249676043.0
306,1538541428240,460000095074476402,16789.0,67671870.0
307,1538543610188,460000095074476402,16789.0,67671870.0
308,1538545953342,460000095074476402,16642.0,249676043.0
309,1538500619826,460000095074476402,16789.0,67567628.0
310,1538502163197,460000095074476402,16789.0,67567667.0
311,1538543634785,460000095074476402,16789.0,67671870.0
312,1538573640881,460000095074476402,16789.0,67567667.0
313,1538578568759,460000095074476402,16789.0,2614540.0
314,1538581339749,460000095074476402,16789.0,67567935.0
315,1538496614866,460000095074476402,16789.0,67567667.0
316,1538499320741,460000095074476402,16789.0,67567667.0
317,1538499898519,460000095074476402,16789.0,67567667.0
318,1538505746730,460000095074476402,16789.0,67567935.0
319,1538506083686,460000095074476402,16409.0,67652158.0
320,1538546259110,460000095074476402,16642.0,249676043.0
321,1538498236582,460000095074476402,16789.0,67567628.0
322,1538559667432,460000095074476402,16789.0,67584309.0
323,1538563109245,460000095074476402,16642.0,249676043.0
324,1538553841823,460000095074476402,16642.0,249676043.0
325,1538558619333,460000095074476402,16642.0,249676043.0
326,1538581511288,460000095074476402,16789.0,67567935.0
327,1538505500940,460000095074476402,16789.0,67567935.0
328,1538541721734,460000095074476402,16789.0,67671870.0
329,1538577198663,460000095074476402,16789.0,67567935.0
330,1538578370610,460000095074476402,16789.0,67567935.0
331,1538578430194,460000095074476402,16789.0,67569931.0
332,1538496744872,460000095074476402,16789.0,67567628.0
333,1538579937730,460000095074476402,16642.0,249676043.0
334,1538581704857,460000095074476402,16789.0,67569931.0
335,1538582004265,460000095074476402,16789.0,67567935.0
336,1538582142330,460000095074476402,16789.0,67567935.0
337,1538550507787,460000095074476402,16642.0,249676043.0
338,1538557819808,460000095074476402,16642.0,249676043.0
339,1538561909333,460000095074476402,16642.0,249676045.0
340,1538547246417,460000095074476402,16642.0,249676043.0
341,1538555640228,460000095074476402,16642.0,249676043.0
342,1538520681301,460000095074476402,16409.0,67652158.0
343,1538545707842,460000095074476402,16642.0,249676043.0
344,1538459262590,460000095074476402,16789.0,2614540.0
345,1538534850696,460000095074476402,16642.0,249676043.0
346,1538500808077,460000095074476402,16789.0,67567667.0
347,1538502949551,460000095074476402,16642.0,249676043.0
348,1538581171720,460000095074476402,16789.0,67567935.0
349,1538549828631,460000095074476402,16642.0,249676043.0
350,1538561768926,460000095074476402,16642.0,249676045.0
351,1538553841827,460000095074476402,16642.0,249676043.0
352,1538573936821,460000095074476402,16789.0,67567667.0
353,1538498901328,460000095074476402,16789.0,67567667.0
354,1538501318664,460000095074476402,16789.0,67567628.0
355,1538503019295,460000095074476402,16789.0,67679039.0
356,1538504459738,460000095074476402,16789.0,67569931.0
357,1538504515121,460000095074476402,16789.0,249616139.0
358,1538574800709,460000095074476402,16789.0,67567667.0
359,1538577330667,460000095074476402,16789.0,249616139.0
360,1538580432340,460000095074476402,16642.0,249676043.0
361,1538576478583,460000095074476402,16642.0,249676045.0
362,1538578734001,460000095074476402,16789.0,67567935.0
363,1538579512189,460000095074476402,16789.0,67584269.0
364,1538580702591,460000095074476402,16642.0,249676043.0
365,1538495037322,460000095074476402,16789.0,67567667.0
366,1538527943538,460000095074476402,16789.0,67567935.0
367,1538556524107,460000095074476402,16642.0,249676043.0
368,1538559222442,460000095074476402,16642.0,249676043.0
369,1538562380708,460000095074476402,16642.0,249676045.0
370,1538523921603,460000095074476402,16409.0,67652158.0
371,1538496117745,460000095074476402,16789.0,67567667.0
372,1538450389832,460000095074476402,16789.0,67679039.0
373,1538500115198,460000095074476402,16789.0,67567667.0
374,1538502711200,460000095074476402,16789.0,67567667.0
375,1538504262255,460000095074476402,16789.0,2614580.0
376,1538455612719,460000095074476402,16789.0,67671821.0
377,1538580840813,460000095074476402,16642.0,249676043.0
378,1538528529132,460000095074476402,16789.0,67569931.0
379,1538532359840,460000095074476402,16642.0,249676044.0
380,1538544858796,460000095074476402,16642.0,249676043.0
381,1538547133631,460000095074476402,16642.0,249676043.0
382,1538552716899,460000095074476402,16642.0,249676043.0
383,1538562653947,460000095074476402,16789.0,67584269.0
384,1538574510788,460000095074476402,16789.0,67567627.0
385,1538560644003,460000095074476402,16789.0,67567935.0
386,1538562762895,460000095074476402,16642.0,249676043.0
387,1538561981352,460000095074476402,16642.0,249676045.0
388,1538497057066,460000095084486097,16644.0,67663667.0
389,1538497086620,460000095084486097,16644.0,67302719.0
390,1538498350780,460000095084486097,16644.0,67298622.0
391,1538527412177,460000095084486097,16644.0,67663372.0
392,1538527922903,460000095084486097,16644.0,2292020.0
393,1538527957551,460000095084486097,16883.0,12929421.0
394,1538529306504,460000095084486097,16640.0,67141428.0
395,1538536532307,460000095084486097,16640.0,67657995.0
396,1538541200386,460000095084486097,16640.0,67189536.0
397,1538541200459,460000095084486097,16640.0,67189536.0
398,1538548415113,460000095084486097,16644.0,2538649.0
400,1538547484530,460000095084486097,16644.0,67291147.0
401,1538547738287,460000095084486097,16644.0,67291149.0
402,1538548812475,460000095084486097,16644.0,67290932.0
403,1538561335845,460000095084486097,16640.0,67442209.0
404,1538561000166,460000095084486097,16789.0,60120709.0
405,1538576379545,460000095084486097,16644.0,67298622.0
406,1538578865950,460000095084486097,16644.0,67663679.0
407,1538559584840,460000095084486097,16789.0,235162125.0
408,1538527596003,460000095084486097,16644.0,67678751.0
409,1538579829333,460000095084486097,16644.0,67663679.0
410,1538523393915,460000095084486097,16644.0,67298622.0
411,1538529255457,460000095084486097,16640.0,67141388.0
412,1538575679413,460000095084486097,16644.0,67678261.0
413,1538540847687,460000095084486097,16640.0,59982725.0
414,1538544966770,460000095084486097,16644.0,67291187.0
415,1538538984552,460000095084486097,16407.0,234984205.0
416,1538543127408,460000095084486097,16644.0,67291187.0
417,1538544368696,460000095084486097,16644.0,67675700.0
418,1538578557958,460000095084486097,16644.0,67298612.0
419,1538580130190,460000095084486097,16644.0,67663679.0
420,1538581358420,460000095084486097,16644.0,67663679.0
421,1538496533364,460000095084486097,16644.0,67663677.0
422,1538497384075,460000095084486097,16644.0,67663647.0
423,1538539735440,460000095084486097,16640.0,59982725.0
424,1538544447550,460000095084486097,16644.0,2270476.0
425,1538544450968,460000095084486097,16644.0,67291147.0
426,1538498242183,460000095084486097,16644.0,67298622.0
427,1538581936167,460000095084486097,16644.0,67663679.0
428,1538542981396,460000095084486097,16644.0,61726606.0
429,1538578481805,460000095084486097,16644.0,61726605.0
430,1538546385798,460000095084486097,16644.0,67291147.0
431,1538548112603,460000095084486097,16644.0,2538629.0
432,1538536974809,460000095084486097,16640.0,67485236.0
433,1538542942256,460000095084486097,16644.0,67663667.0
434,1538548469257,460000095084486097,16644.0,67678261.0
435,1538548822407,460000095084486097,16644.0,67290932.0
436,1538548516980,460000095084486097,16644.0,67290932.0
437,1538530671211,460000095084486097,16640.0,67189556.0
438,1538540771096,460000095084486097,16640.0,59982725.0
439,1538496069690,460000095084486097,16644.0,67663679.0
440,1538497130132,460000095084486097,16644.0,67663647.0
441,1538496237290,460000095084486097,16644.0,67663677.0
442,1538578978140,460000095084486097,16644.0,67663679.0
443,1538579005592,460000095084486097,16644.0,67663679.0
444,1538579095066,460000095084486097,16644.0,67663679.0
445,1538580456596,460000095084486097,16644.0,67663679.0
446,1538578679930,460000095084486097,16644.0,60105861.0
447,1538579558337,460000095084486097,16644.0,67663679.0
448,1538528288902,460000095084486097,16883.0,12929677.0
449,1538560266347,460000095084486097,16789.0,67568141.0
450,1538561292405,460000095084486097,16640.0,67442208.0
451,1538528057831,460000095084486097,16883.0,12929421.0
452,1538580055902,460000095084486097,16644.0,67663679.0
453,1538496128013,460000095084486097,16644.0,67663667.0
454,1538528840834,460000095084486097,16883.0,12941965.0
455,1538547014501,460000095084486097,16644.0,67302717.0
456,1538549516465,460000095084486097,16644.0,67298622.0
457,1538539041829,460000095084486097,16407.0,67190325.0
458,1538540339196,460000095084486097,16640.0,59982725.0
459,1538559339240,460000095084486097,16644.0,2538647.0
460,1538524394905,460000095057074060,16885.0,68042773.0
461,1538521151923,460000095057074060,16885.0,234955553.0
462,1538468220741,460000095057074060,16468.0,3990284.0
463,1538525453452,460000095057074060,16789.0,234946611.0
464,1538528681318,460000095057074060,16468.0,70594315.0
465,1538513050563,460000095057074060,16885.0,234955553.0
466,1538522513645,460000095057074060,16885.0,68042773.0
467,1538528047280,460000095057074060,16468.0,70605325.0
468,1538524452564,460000095057074060,16789.0,234946621.0
469,1538490367660,460000095057074060,16885.0,234955553.0
471,1538513044703,460000095057074060,16789.0,234946621.0
472,1538526757364,460000095057074060,16410.0,67491853.0
473,1538528168199,460000095057074060,16468.0,70605323.0
474,1538497044573,460000095057074060,16789.0,234946621.0
475,1538500003264,460000095057074060,16885.0,234955553.0
476,1538453259976,460000095057074060,16471.0,237439787.0
477,1538521714815,460000095057074060,16885.0,68042773.0
478,1538502595351,460000095057074060,16789.0,234946591.0
479,1538502630252,460000095057074060,16789.0,234946621.0
480,1538521614516,460000095057074060,16885.0,68042773.0
481,1538497015867,460000095057074060,16789.0,234946621.0
482,1538526068705,460000095057074060,16398.0,67227709.0
483,1538455673789,460000095057074060,16471.0,237439787.0
484,1538502565525,460000095057074060,16789.0,234946621.0
485,1538525425185,460000095057074060,16789.0,234946611.0
486,1538526638716,460000095057074060,16410.0,67962380.0
487,1538525706755,460000095057074060,16885.0,67207692.0
488,1538521914815,460000095057074060,16885.0,68042773.0
489,1538525077854,460000095057074060,16885.0,68042773.0
490,1538525724336,460000095057074060,16885.0,60295299.0
491,1538528299439,460000095057074060,16468.0,13291532.0
492,1538506281943,460000095057074060,16789.0,234946621.0
493,1538527887621,460000095057074060,16468.0,70601484.0
494,1538508443086,460000095005561145,16392.0,2287688.0
495,1538559169283,460000095005561145,16392.0,67169077.0
496,1538560137489,460000095005561145,16392.0,67169077.0
497,1538561315508,460000095005561145,16392.0,2287689.0
498,1538561797819,460000095005561145,16392.0,2287679.0
499,1538565308214,460000095005561145,16392.0,67281931.0
500,1538567458779,460000095005561145,16392.0,67281931.0
501,1538568629449,460000095005561145,16392.0,67281931.0
502,1538569911052,460000095005561145,16392.0,67281931.0
503,1538578125445,460000095005561145,16789.0,67569932.0
504,1538580686688,460000095005561145,16789.0,67569932.0
505,1538566796274,460000095005561145,16392.0,67281931.0
506,1538582145592,460000095005561145,16789.0,67567668.0
507,1538565120612,460000095005561145,16392.0,67281931.0
508,1538570526036,460000095005561145,16392.0,67169036.0
509,1538575735900,460000095005561145,16404.0,60139396.0
510,1538570436158,460000095005561145,16392.0,67169036.0
512,1538579250187,460000095005561145,16789.0,67569932.0
513,1538563007506,460000095005561145,16392.0,54556744.0
514,1538578725451,460000095005561145,16789.0,67569932.0
515,1538582002656,460000095005561145,16789.0,67567668.0
516,1538561873017,460000095005561145,16392.0,2287679.0
517,1538567647584,460000095005561145,16392.0,67281931.0
518,1538568718149,460000095005561145,16392.0,67281931.0
519,1538571786846,460000095005561145,16392.0,67281931.0
520,1538575290834,460000095005561145,16389.0,2571019.0
521,1538566778191,460000095005561145,16392.0,67281931.0
522,1538571908278,460000095005561145,16392.0,67281931.0
523,1538573050048,460000095005561145,16392.0,67169036.0
524,1538576649640,460000095005561145,16655.0,67684149.0
525,1538578739839,460000095005561145,16789.0,67569932.0
526,1538559199553,460000095005561145,16392.0,67169077.0
527,1538469875166,460000095005561145,16392.0,67169037.0
528,1538559097549,460000095005561145,16392.0,67169077.0
529,1538561315511,460000095005561145,16392.0,2287689.0
530,1538570363169,460000095005561145,16392.0,67281931.0
531,1538561699021,460000095005561145,16392.0,67167243.0
532,1538568264901,460000095007687263,16654.0,249680947.0
533,1538566169426,460000095007687263,16654.0,67981580.0
534,1538567861791,460000095007687263,16654.0,67981580.0
535,1538570902447,460000095007687263,16789.0,67567628.0
536,1538575925651,460000095007687263,16789.0,67567668.0
537,1538576858592,460000095007687263,16789.0,67567668.0
538,1538578836334,460000095007687263,16789.0,67567668.0
539,1538577056214,460000095007687263,16789.0,67567668.0
540,1538540190390,460000095007687263,16648.0,67927603.0
541,1538543996674,460000095007687263,16648.0,67927603.0
542,1538547514780,460000095007687263,16399.0,60684350.0
